,study id,study link,name of data file in study,name of metadata column,phenotype keyword,label of class 1,label of class 0,technology platform,technique category,affiliation,organism,organism category,release date,number of samples in class 0,number of samples in class 1,number of samples,number of features,fatness,score of the best method,score of the best univariate method,score of the best multivariate method,name of the best multivariate method,tendency,text description of the dataset,text description embedding PC0,text description embedding PC1
MTBLS393-mtbls393metaboliteprofilingmassspectrometry-GenotypePET-Genotyperest,MTBLS393,https://www.ebi.ac.uk/metabolights/editor/MTBLS393,m_mtbls393_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Genotype],mutation,PET,EGFP,GC-TOF-MS,?,University of Manchester,Escherichia coli,Bacteria,2017-11-16,47.0,12.0,59,170,2.8813559322033897,0.8637626262626262,0.7315972222222222,0.8637626262626262,PLSDA,multivariate models performs better than univariate models,phenotype description  genotype  values  pet  egfp  organism  escherichia coli,0.1718222794911156,0.1676097384285014
MTBLS393-mtbls393metaboliteprofilingmassspectrometry-GenotypeiL3PET-Genotyperest,MTBLS393,https://www.ebi.ac.uk/metabolights/editor/MTBLS393,m_mtbls393_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Genotype],mutation,iL3PET,EGFP,GC-TOF-MS,?,University of Manchester,Escherichia coli,Bacteria,2017-11-16,47.0,12.0,59,170,2.8813559322033897,0.915719696969697,0.7291666666666666,0.915719696969697,SVMlinear,multivariate models performs better than univariate models,phenotype description  genotype  values  il3pet  egfp  organism  escherichia coli,0.1841050409579814,0.1320828719710676
MTBLS393-mtbls393metaboliteprofilingmassspectrometry-GenotypeiL3EGFP-Genotyperest,MTBLS393,https://www.ebi.ac.uk/metabolights/editor/MTBLS393,m_mtbls393_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Genotype],mutation,iL3EGFP,EGFP,GC-TOF-MS,?,University of Manchester,Escherichia coli,Bacteria,2017-11-16,47.0,12.0,59,170,2.8813559322033897,0.7960069444444444,0.7664930555555556,0.7960069444444444,XGBoost,multivariate models performs better than univariate models,phenotype description  genotype  values  il3egfp  egfp  organism  escherichia coli,0.1950520855897291,0.0862516155312222
MTBLS393-mtbls393metaboliteprofilingmassspectrometry-GenotypeEGFP-Genotyperest,MTBLS393,https://www.ebi.ac.uk/metabolights/editor/MTBLS393,m_mtbls393_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Genotype],mutation,EGFP,iL3EGFP,GC-TOF-MS,?,University of Manchester,Escherichia coli,Bacteria,2017-11-16,47.0,12.0,59,170,2.8813559322033897,1.0,1.0,1.0,AdaBoost,multivariate and univariate models are equivalent,phenotype description  genotype  values  egfp  il3egfp  organism  escherichia coli,0.198216704175289,0.1053523555580656
MTBLS393-mtbls393metaboliteprofilingmassspectrometry-GenotypeWild-Genotyperest,MTBLS393,https://www.ebi.ac.uk/metabolights/editor/MTBLS393,m_mtbls393_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Genotype],mutation,Wild,EGFP,GC-TOF-MS,?,University of Manchester,Escherichia coli,Bacteria,2017-11-16,48.0,11.0,59,170,2.8813559322033897,1.0,1.0,1.0,PLSDA,multivariate and univariate models are equivalent,phenotype description  genotype  values  wild  egfp  organism  escherichia coli,0.195188240817386,0.1099724476273059
MTBLS403-whiteteametabolomemetaboliteprofilingmassspectrometry-withering-greenandblacktea,MTBLS403,https://www.ebi.ac.uk/metabolights/editor/MTBLS403,m_white_tea_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Maufacturing process],other,withering,green tea,6540 Q-TOF LC/MS (Agilent),LCMS,"Key Laboratory of Tea Biology and Resources Utilization, Ministry of Agriculture, Tea Research Institute, Chinese Academy of Agricultural Sciences",Camellia sinensis,plants,2017-03-23,12.0,30.0,42,3805,90.5952380952381,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  maufacturing process  values  withering  green tea  organism  camellia sinensis,0.2974847156538168,-0.1842060535783216
MTBLS405-mtbls405TumorRPmassspectrometry-SHMT2Downregulated-SHMT2upregulated,MTBLS405,https://www.ebi.ac.uk/metabolights/editor/MTBLS405,m_mtbls405_Tumor-RP_mass_spectrometry_v2_maf.tsv,Factor Value[Treatment],treatment,SHMT2-Down-regulated,HeLa cell,TSQ Vantage (Thermo Scientific),?,"Hospital for Sickkids, Toronto, Canada",Homo sapiens,Homo sapiens,2020-08-20,11.0,22.0,33,34,1.0303030303030305,0.8697916666666666,0.8154761904761904,0.8697916666666666,GBtree,multivariate models performs better than univariate models,phenotype description  treatment  values  shmt2-down-regulated  hela cell  organism  homo sapiens,-0.1029798799423362,0.0967807064521698
MTBLS406-MTBLS40621238metaboliteprofilingmassspectrometry-Relapse-Death,MTBLS406,https://www.ebi.ac.uk/metabolights/editor/MTBLS406,m_MTBLS406_21238_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Relapse],other,Relapse,Death,Q Exactive,LCMS,"INSERM U976, APHP, Université Paris Cité",Homo sapiens,Homo sapiens,2022-08-22,30.0,68.0,98,282,2.877551020408163,0.6820670648795649,0.6820670648795649,0.6298537400099901,RF,univariate models performs better than multivariate models,phenotype description  relapse  values  relapse  death  organism  homo sapiens,-0.2509847240013762,-0.0806455955220934
MTBLS406-MTBLS40621238metaboliteprofilingmassspectrometry-Azithromycin-Placebo,MTBLS406,https://www.ebi.ac.uk/metabolights/editor/MTBLS406,m_MTBLS406_21238_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Treatment],treatment,Azithromycin,Placebo,Q Exactive,LCMS,"INSERM U976, APHP, Université Paris Cité",Homo sapiens,Homo sapiens,2022-08-22,121.0,113.0,234,282,1.205128205128205,0.6864251406964508,0.6864251406964508,0.6862399555112656,AdaBoost,multivariate and univariate models are equivalent,phenotype description  treatment  values  azithromycin  placebo  organism  homo sapiens,-0.1388535325210698,0.1325049929600476
MTBLS406-MTBLS40620816metaboliteprofilingmassspectrometry-Azithromycin-Placebo,MTBLS406,https://www.ebi.ac.uk/metabolights/editor/MTBLS406,m_MTBLS406_20816_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Treatment],treatment,Azithromycin,Placebo,Q Exactive,LCMS,"INSERM U976, APHP, Université Paris Cité",Homo sapiens,Homo sapiens,2022-08-22,57.0,68.0,125,732,5.856,0.7499171835109335,0.6663206585081586,0.7499171835109335,SVMlinear,multivariate models performs better than univariate models,phenotype description  treatment  values  azithromycin  placebo  organism  homo sapiens,-0.1388535325210698,0.1325049929600476
MTBLS406-MTBLS40621237metaboliteprofilingmassspectrometry-Relapse-Death,MTBLS406,https://www.ebi.ac.uk/metabolights/editor/MTBLS406,m_MTBLS406_21237_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Relapse],other,Relapse,Death,Q Exactive,LCMS,"INSERM U976, APHP, Université Paris Cité",Homo sapiens,Homo sapiens,2022-08-22,30.0,70.0,100,818,8.18,0.7658234126984128,0.7658234126984128,0.7099578373015873,rSCM,univariate models performs better than multivariate models,phenotype description  relapse  values  relapse  death  organism  homo sapiens,-0.2509786930815234,-0.0805758250150993
MTBLS406-MTBLS40621237metaboliteprofilingmassspectrometry-Azithromycin-Placebo,MTBLS406,https://www.ebi.ac.uk/metabolights/editor/MTBLS406,m_MTBLS406_21237_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Treatment],treatment,Azithromycin,Placebo,Q Exactive,LCMS,"INSERM U976, APHP, Université Paris Cité",Homo sapiens,Homo sapiens,2022-08-22,120.0,114.0,234,818,3.495726495726496,0.6186498214239582,0.6186498214239582,0.5604459987772008,ElasticNet,univariate models performs better than multivariate models,phenotype description  treatment  values  azithromycin  placebo  organism  homo sapiens,-0.1388535325210698,0.1325049929600476
MTBLS413-PLASMANEGmassspectrometryv2maf-Stage2HAT-UninfectedControls,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_PLASMA_NEG_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 2 HAT,Uninfected Controls,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,447,11.175,0.9145833333333332,0.9145833333333332,0.8895833333333334,RF,univariate models performs better than multivariate models,phenotype description  sample type  values  stage 2 hat  uninfected controls  organism  nan,-0.0115927428995145,0.2640958200403622
MTBLS413-CSFPOSmassspectrometryv2maf-Stage2HAT-UninfectedControls,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_CSF_POS_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 2 HAT,Uninfected Controls,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,247,6.175,0.9875,0.90625,0.9875,SVMlinear,multivariate models performs better than univariate models,phenotype description  sample type  values  stage 2 hat  uninfected controls  organism  nan,-0.0115927428995145,0.2640958200403622
MTBLS413-PLASMAPOSmassspectrometryv2maf-Stage2HAT-UninfectedControls,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_PLASMA_POS_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 2 HAT,Uninfected Controls,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,664,16.6,0.8875,0.8875,0.8375,PLSDA,univariate models performs better than multivariate models,phenotype description  sample type  values  stage 2 hat  uninfected controls  organism  nan,-0.0115927428995145,0.2640958200403622
MTBLS413-PLASMAPOSmassspectrometryv2maf-Stage1HAT-UninfectedControls,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_PLASMA_POS_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 1 HAT,Uninfected Controls,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,664,16.6,1.0,1.0,1.0,DT,multivariate and univariate models are equivalent,phenotype description  sample type  values  stage 1 hat  uninfected controls  organism  nan,-0.0142956874246024,0.2645339615914429
MTBLS413-PLASMAPOSmassspectrometryv2maf-Stage1HAT-Stage2HAT,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_PLASMA_POS_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 1 HAT,Stage 2 HAT,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,664,16.6,0.9375,0.9375,0.9104166666666668,RF,univariate models performs better than multivariate models,phenotype description  sample type  values  stage 1 hat  stage 2 hat  organism  nan,0.0512615873047852,0.1746224587902431
MTBLS413-CSFNEGmassspectrometryv2maf-Stage1HAT-Stage2HAT,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_CSF_NEG_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 1 HAT,Stage 2 HAT,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,157,3.925,1.0,0.975,1.0,SVMlinear,multivariate models performs better than univariate models,phenotype description  sample type  values  stage 1 hat  stage 2 hat  organism  nan,0.0512615873047852,0.1746224587902431
MTBLS413-CSFNEGmassspectrometryv2maf-Stage2HAT-UninfectedControls,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_CSF_NEG_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 2 HAT,Uninfected Controls,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,157,3.925,0.975,0.9333333333333332,0.975,SCMBoost,multivariate models performs better than univariate models,phenotype description  sample type  values  stage 2 hat  uninfected controls  organism  nan,-0.0115927428995145,0.2640958200403622
MTBLS413-CSFNEGmassspectrometryv2maf-Stage1HAT-UninfectedControls,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_CSF_NEG_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 1 HAT,Uninfected Controls,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,157,3.925,0.9041666666666668,0.8812500000000001,0.9041666666666668,rSCM,multivariate models performs better than univariate models,phenotype description  sample type  values  stage 1 hat  uninfected controls  organism  nan,-0.0142956874246024,0.2645339615914429
MTBLS413-PLASMANEGmassspectrometryv2maf-Stage1HAT-UninfectedControls,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_PLASMA_NEG_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 1 HAT,Uninfected Controls,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,447,11.175,0.9583333333333331,0.9583333333333331,0.9583333333333331,RF,multivariate and univariate models are equivalent,phenotype description  sample type  values  stage 1 hat  uninfected controls  organism  nan,-0.0142956874246024,0.2645339615914429
MTBLS413-PLASMANEGmassspectrometryv2maf-Stage1HAT-Stage2HAT,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_PLASMA_NEG_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 1 HAT,Stage 2 HAT,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,447,11.175,0.9020833333333332,0.8729166666666667,0.9020833333333332,SVMlinear,multivariate models performs better than univariate models,phenotype description  sample type  values  stage 1 hat  stage 2 hat  organism  nan,0.0512615873047852,0.1746224587902431
MTBLS413-CSFPOSmassspectrometryv2maf-Stage1HAT-UninfectedControls,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_CSF_POS_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 1 HAT,Uninfected Controls,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,247,6.175,1.0,1.0,0.9875,rSCM,multivariate and univariate models are equivalent,phenotype description  sample type  values  stage 1 hat  uninfected controls  organism  nan,-0.0142956874246024,0.2645339615914429
MTBLS413-CSFPOSmassspectrometryv2maf-Stage1HAT-Stage2HAT,MTBLS413,https://www.ebi.ac.uk/metabolights/editor/MTBLS413,m_mtbls413_CSF_POS_mass_spectrometry_v2_maf.tsv,Factor Value[Sample type],other,Stage 1 HAT,Stage 2 HAT,QExactive (Thermo Scientific),LCMS,University of Glasgow,?,other or unknown,2018-01-24,20.0,20.0,40,247,6.175,1.0,1.0,0.9875,GBtree,multivariate and univariate models are equivalent,phenotype description  sample type  values  stage 1 hat  stage 2 hat  organism  nan,0.0512615873047852,0.1746224587902431
MTBLS414-positivemetaboliteprofilingmassspectrometry-BeforeRemoteischemicconditioning-AfterRemoteischemicconditioning,MTBLS414,https://www.ebi.ac.uk/metabolights/editor/MTBLS414,m_positive_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Remote ischemic conditioning],other,Before,After,maXis (Bruker),?,Department of Forensic Medicine - Aarhus University Denmark,Homo sapiens,Homo sapiens,2016-12-20,18.0,20.0,38,19,0.5,0.809375,0.809375,0.7572916666666667,GBtree,univariate models performs better than multivariate models,phenotype description  remote ischemic conditioning  values  before  after  organism  homo sapiens,-0.1869839928931465,0.011695383584273
MTBLS419-pathwaymetaboliteprofilingNMRspectroscopy-DHA-NS,MTBLS419,https://www.ebi.ac.uk/metabolights/editor/MTBLS419,m_pathway_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv,Factor Value[compound],other,DHA,NS,Bruker,?,"Cerm, University of Florence + Interdepartmental Centre for Industrial Agri-Food Research, University of Bologna",Homo sapiens,Homo sapiens,2017-03-02,10.0,24.0,34,19,0.5588235294117647,0.6822916666666667,0.6822916666666667,0.6625,SCM,multivariate and univariate models are equivalent,phenotype description  compound  values  dha  ns  organism  homo sapiens,-0.1422831057577989,-0.0105517248936467
MTBLS424-breastcancermetaboliteprofilingNMRspectroscopy-BreastcancerrelapseYes-BreastcancerrelapseNo,MTBLS424,https://www.ebi.ac.uk/metabolights/editor/MTBLS424,m_breast_cancer_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv,Factor Value[Breast cancer relapse],cancer,Yes,No,Bruker,?,"Cerm, Center of Magnetic Resonance, University of Florence",Homo sapiens,Homo sapiens,2017-03-02,398.0,192.0,590,22,0.0372881355932203,0.5763931828157481,0.512217209191874,0.5763931828157481,SVMrbf,multivariate models performs better than univariate models,phenotype description  breast cancer relapse  values  yes  no  organism  homo sapiens,-0.2220378272591628,-0.0794593717140241
MTBLS424-breastcancermetaboliteprofilingNMRspectroscopy-BreastcancerdiagnosisEarly-BreastcancerdiagnosisMetastatic,MTBLS424,https://www.ebi.ac.uk/metabolights/editor/MTBLS424,m_breast_cancer_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv,Factor Value[Breast cancer diagnosis],cancer,Early,Metastatic,Bruker,?,"Cerm, Center of Magnetic Resonance, University of Florence",Homo sapiens,Homo sapiens,2017-03-02,109.0,590.0,699,22,0.0314735336194563,0.8580888973467508,0.6672585030127012,0.8580888973467508,SVMlinear,multivariate models performs better than univariate models,phenotype description  breast cancer diagnosis  values  early  metastatic  organism  homo sapiens,-0.2587499682609691,-0.1209151296515157
MTBLS440-MTBLS440metaboliteprofilingmassspectrometry-SCL-rest,MTBLS440,https://www.ebi.ac.uk/metabolights/editor/MTBLS440,m_MTBLS440_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Health Status],other,small cell lymphoma (SCL),healthy,Q Exactive,LCMS,Veterinary Medical Teaching Hospital at Texas,Felis catus,mammals,2021-07-13,25.0,11.0,36,556,15.444444444444445,0.8066964285714286,0.8066964285714286,0.6977678571428572,SVMlinear,univariate models performs better than multivariate models,phenotype description  health status  values  small cell lymphoma (scl)  healthy  organism  felis catus,-0.1399950345115586,0.0266153360739234
