,id,file,n samples,n features,metadata column,1 label,0 label,Study Assay Technology Platform,affiliation,release date,organism,baseline majoritary score,best univariate score,best method score,best algo name,best algo score,tendency,number of algos runned,n zeros in y,n ones in y,best linear-based algo name,best linear-based algo score,best rule-based algo name,best rule-based algo score,technique category,organism curated,organism category,phenotype description combined,embeddings_PC0,embeddings_PC1,phenotype keyword,difference ML univariate,absolute difference |ML - univariate|,best overall score,fatness,is fat,release year,difference rule-based - linear-based,structure of best method
MTBLS17-mtbls17posmetaboliteprofilingmassspectrometryv2maf-Exp1-Exp2,MTBLS17,m_live_mtbls17pos_metabolite profiling_mass spectrometry_v2_maf.tsv,504,7,Factor Value[Experiment],Exp1,Exp2,UPLC Q-TOF Premier (Waters),Georgetown university,2013-06-30,?,0.5,0.5101474179150467,0.7657538396609362,SVMrbf,0.7657538396609362,multivariate models performs better than univariate models,?,126.0,378.0,SVMrbf,0.7657538396609362,GBtree,0.7226378040643063,LCMS,other or unknown,other or unknown,phenotype description  experiment  values  exp1  exp2  organism  nan,-0.13248463775583705,0.230551727606905,other,0.25560642174588954,0.25560642174588954,0.7657538396609362,0.013888888888888888,False,2013,-0.04311603559662991,linear-based multivariate
MTBLS17-mtbls17posmetaboliteprofilingmassspectrometryv2maf-Inj1-Inj2,MTBLS17,m_live_mtbls17pos_metabolite profiling_mass spectrometry_v2_maf.tsv,524,7,Factor Value[Injection],Inj1,Inj2,UPLC Q-TOF Premier (Waters),Georgetown university,2013-06-30,?,0.5,0.5442943555442719,0.5442943555442719,SVMlinear,0.5348348588512906,no models performs better than the baseline,?,262.0,262.0,SVMlinear,0.5348348588512906,DT,0.52517387587127,LCMS,other or unknown,other or unknown,phenotype description  injection  values  inj1  inj2  organism  nan,-0.10256773972533782,0.2874876585235112,other,-0.009459496692981295,0.009459496692981295,0.5442943555442719,0.013358778625954198,False,2013,-0.009660982980020605,baseline
MTBLS171-automatedderivatisationmetaboliteprofilingmassspectrometry-DerivatisationreagentBSTFA-DerivatisationreagentMSTFA,MTBLS171,m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv,24,249,Factor Value[Derivatisation reagent],BSTFA,MSTFA,Agilent 6890 GC/5973N MSD,Murdoch University,2015-09-28,Rattus norvegicus,0.5,1.0,1.0,AdaBoost,1.0,multivariate and univariate models are equivalent,?,12.0,12.0,PLSDA,0.984375,AdaBoost,1.0,GCMS,other mammals,mammals,phenotype description  derivatisation reagent  values  bstfa  mstfa  organism  rattus norvegicus,-0.09371583099903473,0.21640872125106195,other,0.0,0.0,1.0,10.375,True,2015,0.015625,univariate
MTBLS173-obobmitopapermetaboliteprofilingmassspectrometry-highfatdiet-standardchowdiet,MTBLS173,m_obob_mito_paper_metabolite_profiling_mass_spectrometry_v2_maf.tsv,131,33,Factor Value[Diet],high fat diet,standard chow diet,Quattro Premier XE (Waters),"Department of Biochemistry, University of Cambridge + Elsie Widdowson Laboratory, 120 Fulbourn Road, Cambridge UK",2015-11-17,Mus musculus,0.5,0.9858173076923076,1.0,SVMlinear,1.0,multivariate and univariate models are equivalent,?,75.0,56.0,SVMlinear,1.0,RF,0.9858173076923077,LCMS,Mus musculus,Mus musculus,phenotype description  diet  values  high fat diet  standard chow diet  organism  mus musculus,0.025033533318302017,0.189110333578093,diet,0.014182692307692424,0.014182692307692424,1.0,0.25190839694656486,False,2015,-0.014182692307692313,univariate
MTBLS177-ddanmrmetaboliteprofilingNMRspectroscopy-mediumdose-nodose,MTBLS177,m_dda_nmr_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv,42,36,Factor Value[dose],medium dose,no dose,Bruker,"Department of Chemical and Biological Engineering, University of Wisconsin-Madison",2015-08-01,Homo sapiens,0.5,0.6622023809523809,1.0,SVMrbf,1.0,multivariate models performs better than univariate models,?,12.0,30.0,SVMrbf,1.0,GBtree,0.9077380952380952,other,Homo sapiens,Homo sapiens,phenotype description  dose  values  medium dose  no dose  organism  homo sapiens,0.16651584360255017,-0.029945482106846524,other,0.33779761904761907,0.33779761904761907,1.0,0.8571428571428571,False,2015,-0.09226190476190477,linear-based multivariate
MTBLS179-metaboliteprofilingmassspectrometry-Collectionmethodnovelplatform-Collectionmethodstandardapproaches,MTBLS179,m__metabolite_profiling_mass_spectrometry_v2_maf.tsv,32,274,Factor Value[Collection method],Bronchosorption strips,Induced sputum,Q Exactive,Imperial College London	Imperial College London,2019-06-13,Homo sapiens,0.5,1.0,1.0,RF,1.0,multivariate and univariate models are equivalent,?,16.0,16.0,PLSDA,1.0,RF,1.0,LCMS,Homo sapiens,Homo sapiens,phenotype description  collection method  values  bronchosorption strips  induced sputum  organism  homo sapiens,0.14192097212514695,-0.017943699301600547,other,0.0,0.0,1.0,8.5625,True,2019,0.0,univariate
MTBLS1791-MTBLS1791LCMSnegativedirectinfusionmetaboliteprofiling-roflumilast-duloxetine,MTBLS1791,m_MTBLS1791_LC-MS_negative_direct-infusion_metabolite_profiling_v2_maf.tsv,256,8087,Factor Value[Drug],roflumilast,duloxetine,Liquid Chromatography MS - negative - direct infusion,EMBL,2021-07-20,multiple,0.5,0.8863090573219883,0.8909482040947558,XGBoost,0.8909482040947558,multivariate and univariate models are equivalent,?,128.0,128.0,SVMrbf,0.6943691576726622,XGBoost,0.8909482040947558,LCMS,multiple,other or unknown,phenotype description  drug  values  roflumilast  duloxetine  organism  multiple,0.00829987050341812,0.09005568201843007,other,0.004639146772767555,0.004639146772767555,0.8909482040947558,31.58984375,True,2021,0.19657904642209367,univariate
MTBLS1792-MTBLS1792LCMSnegativedirectinfusionmetaboliteprofiling-dimethylsulfoxide-duloxetine,MTBLS1792,m_MTBLS1792_LC-MS_negative_direct-infusion_metabolite_profiling_v2_maf.tsv,55,7347,Factor Value[Drug],dimethyl sulfoxide,duloxetine,Liquid Chromatography MS - negative - direct infusion,EMBL,2021-07-20,Eubacterium rectale + Streptococcus salivarius,0.5,0.8604166666666666,0.8613839285714286,XGBoost,0.8613839285714286,multivariate and univariate models are equivalent,?,25.0,30.0,SVMrbf,0.5679315476190476,XGBoost,0.8613839285714286,LCMS,multiple,other or unknown,phenotype description  drug  values  dimethyl sulfoxide  duloxetine  organism  eubacterium rectale + streptococcus salivarius,-0.08426007216581198,0.1852328756412267,other,0.0009672619047620401,0.0009672619047620401,0.8613839285714286,133.5818181818182,True,2021,0.293452380952381,univariate
MTBLS180-MTBLS180metaboliteprofilingmassspectrometry-onehourrefedwith400mMDglucose-onedayfastingwithwater,MTBLS180,m__MTBLS180_metabolite_profiling_mass_spectrometry_v2_maf.tsv,59,254,Factor Value[Fasting status],1hr refed with 400mM D-glucose,24h fasting with water,Q Exactive,unknown,2019-07-13,Drosophila melanogaster,0.5,0.7238839285714286,0.9618303571428571,PLSDA,0.9618303571428571,multivariate models performs better than univariate models,?,29.0,30.0,PLSDA,0.9618303571428571,RF,0.8926339285714286,LCMS,other or unknown,other or unknown,phenotype description  fasting status  values  1hr refed with 400mm d-glucose  24h fasting with water  organism  drosophila melanogaster,-0.05831002589399897,0.14487146885654742,diet,0.23794642857142856,0.23794642857142856,0.9618303571428571,4.305084745762712,True,2019,-0.06919642857142849,linear-based multivariate
MTBLS1801-MTBLS1801LCMSpositivereversephasemetaboliteprofiling-Balado-Tardis,MTBLS1801,m_MTBLS1801_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,103,966,Factor Value[Oat variety],Balado,Tardis,Liquid Chromatography MS - positive - reverse phase,unknown,2021-04-26,Avena sativa,0.5,0.9866071428571428,1.0,SVMlinear,1.0,multivariate and univariate models are equivalent,?,52.0,51.0,SVMlinear,1.0,SCMBoost,1.0,LCMS,Plants,plants,phenotype description  oat variety  values  balado  tardis  organism  avena sativa,-0.27878642956837657,-0.2428401820303031,cultivar,0.013392857142857206,0.013392857142857206,1.0,9.37864077669903,True,2021,0.0,univariate
MTBLS1801-MTBLS1801LCMSpositivereversephasemetaboliteprofiling-LydburyNorthShropshireUK-ADASRosemaundHerefordshireUK,MTBLS1801,m_MTBLS1801_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,208,966,Factor Value[Growth Location],Lydbury North (Shropshire UK),ADAS Rosemaund (Herefordshire UK),Liquid Chromatography MS - positive - reverse phase,unknown,2021-04-26,Avena sativa,0.5,1.0,1.0,AdaBoost,1.0,multivariate and univariate models are equivalent,?,148.0,60.0,SVMlinear,1.0,AdaBoost,1.0,LCMS,Plants,plants,phenotype description  growth location  values  lydbury north (shropshire uk)  adas rosemaund (herefordshire uk)  organism  avena sativa,-0.2932448565245834,-0.1917040223297788,location,0.0,0.0,1.0,4.644230769230769,True,2021,0.0,univariate
MTBLS1801-MTBLS1801LCMSpositivereversephasemetaboliteprofiling-Mascani-Gerald,MTBLS1801,m_MTBLS1801_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,105,966,Factor Value[Oat variety],Mascani,Gerald,Liquid Chromatography MS - positive - reverse phase,unknown,2021-04-26,Avena sativa,0.5,1.0,1.0,AdaBoost,1.0,multivariate and univariate models are equivalent,?,53.0,52.0,PLSDA,1.0,AdaBoost,1.0,LCMS,Plants,plants,phenotype description  oat variety  values  mascani  gerald  organism  avena sativa,-0.27730454065164006,-0.22866356217393083,cultivar,0.0,0.0,1.0,9.2,True,2021,0.0,univariate
MTBLS1801-MTBLS1801LCMSpositivereversephasemetaboliteprofiling-Year2015-Year2014,MTBLS1801,m_MTBLS1801_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,208,966,Factor Value[Growth Year],2015,2014,Liquid Chromatography MS - positive - reverse phase,unknown,2021-04-26,Avena sativa,0.5,1.0,1.0,AdaBoost,1.0,multivariate and univariate models are equivalent,?,135.0,73.0,SVMrbf,1.0,AdaBoost,1.0,LCMS,Plants,plants,phenotype description  growth year  values  2015  2014  organism  avena sativa,-0.2681101289089811,-0.22400867535151306,other,0.0,0.0,1.0,4.644230769230769,True,2021,0.0,univariate
MTBLS1803-MTBLS1803LCMCnegativereversephasemetaboliteprofiling-Commercial-Morellona,MTBLS1803,m_MTBLS1803_LC-MC_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,32,19,Factor Value[Genotype],Commercial,Morellona,UHPLC-DAD-HR-MS/MS,LIST (Luxembourg Institute of Science and Technology),2021-10-29,Prunus avium,0.5,1.0,1.0,DT,1.0,multivariate and univariate models are equivalent,?,16.0,16.0,SVMrbf,1.0,DT,1.0,LCMS,Plants,plants,phenotype description  genotype  values  commercial  morellona  organism  prunus avium,-0.27508276831339473,-0.1527464992263956,mutation,0.0,0.0,1.0,0.59375,False,2021,0.0,univariate
MTBLS1803-MTBLS1803LCMCnegativereversephasemetaboliteprofiling-Crognola-Moscatella,MTBLS1803,m_MTBLS1803_LC-MC_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,32,19,Factor Value[Genotype],Crognola,Moscatella,UHPLC-DAD-HR-MS/MS,LIST (Luxembourg Institute of Science and Technology),2021-10-29,Prunus avium,0.5,1.0,1.0,ElasticNet,1.0,multivariate and univariate models are equivalent,?,16.0,16.0,PLSDA,1.0,GBtree,0.9895833333333334,LCMS,Plants,plants,phenotype description  genotype  values  crognola  moscatella  organism  prunus avium,-0.21976037019143124,-0.16116044212004854,mutation,0.0,0.0,1.0,0.59375,False,2021,-0.01041666666666663,univariate
MTBLS1803-MTBLS1803LCMCnegativereversephasemetaboliteprofiling-Maggiola-Carlotta,MTBLS1803,m_MTBLS1803_LC-MC_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,30,19,Factor Value[Genotype],Maggiola,Carlotta,UHPLC-DAD-HR-MS/MS,LIST (Luxembourg Institute of Science and Technology),2021-10-29,Prunus avium,0.5,1.0,1.0,DT,1.0,multivariate and univariate models are equivalent,?,15.0,15.0,PLSDA,1.0,DT,1.0,LCMS,Plants,plants,phenotype description  genotype  values  maggiola  carlotta  organism  prunus avium,-0.241369321511938,-0.13550223479064968,mutation,0.0,0.0,1.0,0.6333333333333333,False,2021,0.0,univariate
MTBLS1807-MTBLS1807POSuntargetedLCMSreversephase-nitrogenstress-phosphorusstress,MTBLS1807,m_MTBLS1807_POS_untargeted_LC-MS_reverse-phase_v2_maf.tsv,24,17661,Factor Value[Treatment],nitrogen-stress,phosphorus-stress,Liquid Chromatography MS - positive - reverse phase,Woods Hole Oceanographic Institution + Lamont-Doherty Earth Observatory,2024-02-28,multiple,0.5,0.9322916666666666,0.9322916666666666,SCMBoost,0.8489583333333333,univariate models performs better than multivariate models,?,12.0,12.0,PLSDA,0.6635416666666667,SCMBoost,0.8489583333333333,LCMS,multiple,other or unknown,phenotype description  treatment  values  nitrogen-stress  phosphorus-stress  organism  multiple,-0.2056965005790686,0.09834965386778362,treatment,-0.08333333333333337,0.08333333333333337,0.9322916666666666,735.875,True,2024,0.18541666666666656,univariate
MTBLS1807-MTBLS1807POSuntargetedLCMSreversephase-nitrogenstress-replete,MTBLS1807,m_MTBLS1807_POS_untargeted_LC-MS_reverse-phase_v2_maf.tsv,24,17661,Factor Value[Treatment],nitrogen-stress,replete,Liquid Chromatography MS - positive - reverse phase,Woods Hole Oceanographic Institution + Lamont-Doherty Earth Observatory,2024-02-28,multiple,0.5,0.90625,0.90625,SCM,0.8229166666666666,univariate models performs better than multivariate models,?,12.0,12.0,PLSDA,0.78125,SCM,0.8229166666666666,LCMS,multiple,other or unknown,phenotype description  treatment  values  nitrogen-stress  replete  organism  multiple,-0.19517265887545673,0.09269505132951494,treatment,-0.08333333333333337,0.08333333333333337,0.90625,735.875,True,2024,0.04166666666666663,univariate
MTBLS1807-MTBLS1807POSuntargetedLCMSreversephase-phosphorusstress-replete,MTBLS1807,m_MTBLS1807_POS_untargeted_LC-MS_reverse-phase_v2_maf.tsv,24,17661,Factor Value[Treatment],phosphorus-stress,replete,Liquid Chromatography MS - positive - reverse phase,Woods Hole Oceanographic Institution + Lamont-Doherty Earth Observatory,2024-02-28,multiple,0.5,0.90625,0.90625,SCMBoost,0.859375,univariate models performs better than multivariate models,?,12.0,12.0,PLSDA,0.7864583333333333,SCMBoost,0.859375,LCMS,multiple,other or unknown,phenotype description  treatment  values  phosphorus-stress  replete  organism  multiple,-0.14452814138871106,0.11422045784387824,treatment,-0.046875,0.046875,0.90625,735.875,True,2024,0.07291666666666674,univariate
MTBLS1820-MTBLS1820NEGuntargLCMSreversephasemetaboliteprofiling-reefdepth-surface,MTBLS1820,m_MTBLS1820_NEG_untarg_LC-MS_reverse-phase_metabolite_profiling_v2_maf.tsv,40,1794,Factor Value[Depth],reef depth,surface,Liquid Chromatography MS - alternating - reverse phase,Woods Hole Oceanographic Institution,2020-11-30,sea water,0.5,1.0,1.0,AdaBoost,1.0,multivariate and univariate models are equivalent,?,22.0,18.0,SVMrbf,0.7099702380952381,AdaBoost,1.0,LCMS,multiple,other or unknown,phenotype description  depth  values  reef depth  surface  organism  sea water,-0.13679313901867998,-0.05025921748375042,other,0.0,0.0,1.0,44.85,True,2020,0.29002976190476193,univariate
MTBLS1821-MTBLS1821LCMSnegativereversephasemetaboliteprofiling-Continuousdrought-Control,MTBLS1821,m_MTBLS1821_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,33,1958,Factor Value[Irrigation],Continuous drought,Control,Liquid Chromatography MS - negative - reverse phase,unknown,2020-09-23,Triticum aestivum,0.5,0.9260416666666668,0.9260416666666668,PLSDA,0.884375,univariate models performs better than multivariate models,?,16.0,17.0,PLSDA,0.884375,GBtree,0.8739583333333334,LCMS,Plants,plants,phenotype description  irrigation  values  continuous drought  control  organism  triticum aestivum,-0.35923534391515705,-0.21252868974133976,other,-0.04166666666666674,0.04166666666666674,0.9260416666666668,59.333333333333336,True,2020,-0.01041666666666663,univariate
MTBLS1821-MTBLS1821LCMSnegativereversephasemetaboliteprofiling-Continuousdrought-Pulseddrought,MTBLS1821,m_MTBLS1821_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,31,1958,Factor Value[Irrigation],Continuous drought,Pulsed drought,Liquid Chromatography MS - negative - reverse phase,unknown,2020-09-23,Triticum aestivum,0.5,0.8906249999999999,0.8906249999999999,GBtree,0.8156249999999999,univariate models performs better than multivariate models,?,14.0,17.0,SVMlinear,0.728125,GBtree,0.8156249999999999,LCMS,Plants,plants,phenotype description  irrigation  values  continuous drought  pulsed drought  organism  triticum aestivum,-0.3665968168933403,-0.2312905052392632,other,-0.07499999999999996,0.07499999999999996,0.8906249999999999,63.16129032258065,True,2020,0.08749999999999991,univariate
MTBLS1821-MTBLS1821LCMSnegativereversephasemetaboliteprofiling-Pulseddrought-Control,MTBLS1821,m_MTBLS1821_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,30,1958,Factor Value[Irrigation],Pulsed drought,Control,Liquid Chromatography MS - negative - reverse phase,unknown,2020-09-23,Triticum aestivum,0.5,1.0,1.0,GBtree,0.9229166666666666,univariate models performs better than multivariate models,?,16.0,14.0,SVMlinear,0.9229166666666666,GBtree,0.9229166666666666,LCMS,Plants,plants,phenotype description  irrigation  values  pulsed drought  control  organism  triticum aestivum,-0.3807650606515616,-0.1774939974357774,other,-0.07708333333333339,0.07708333333333339,1.0,65.26666666666667,True,2020,0.0,univariate
MTBLS1823-MTBLS1823FIAMSnegativemetaboliteprofiling-AcetobacterfabarumSB373-AcetobacterghanensisSB380,MTBLS1823,m_MTBLS1823_FIA-MS_negative__metabolite_profiling_v2_maf.tsv,288,231,Factor Value[Secondary fermentation conditions],Acetobacter fabarum SB-373,Acetobacter ghanensis SB-380,Flow injection analysis MS - negative,"MRC Toxicology Unit, Cambridge University, UK",2020-11-04,Bos taurus,0.5,0.9499996233019906,1.0,SVMlinear,1.0,multivariate models performs better than univariate models,?,144.0,144.0,SVMlinear,1.0,GBtree,0.9975961538461539,other,other mammals,mammals,phenotype description  secondary fermentation conditions  values  acetobacter fabarum sb-373  acetobacter ghanensis sb-380  organism  bos taurus,-0.22313730124149317,0.04767671644999563,other,0.050000376698009386,0.050000376698009386,1.0,0.8020833333333334,False,2020,-0.0024038461538461453,linear-based multivariate
MTBLS1823-MTBLS1823FIAMSnegativemetaboliteprofiling-AcetobacterghanensisSB354-AcetobacterfabarumSB290,MTBLS1823,m_MTBLS1823_FIA-MS_negative__metabolite_profiling_v2_maf.tsv,288,231,Factor Value[Secondary fermentation conditions],Acetobacter ghanensis SB-354,Acetobacter fabarum SB-290,Flow injection analysis MS - negative,"MRC Toxicology Unit, Cambridge University, UK",2020-11-04,Bos taurus,0.5,1.0,1.0,AdaBoost,1.0,multivariate and univariate models are equivalent,?,144.0,144.0,PLSDA,0.9981060606060606,AdaBoost,1.0,other,other mammals,mammals,phenotype description  secondary fermentation conditions  values  acetobacter ghanensis sb-354  acetobacter fabarum sb-290  organism  bos taurus,-0.22079542989898027,0.054337373947150554,other,0.0,0.0,1.0,0.8020833333333334,False,2020,0.0018939393939394478,univariate
MTBLS1823-MTBLS1823FIAMSnegativemetaboliteprofiling-LactococcuslactisSB150-LactococcuslactisSB261,MTBLS1823,m_MTBLS1823_FIA-MS_negative__metabolite_profiling_v2_maf.tsv,468,231,Factor Value[Primary fermentation conditions],Lactococcus lactis SB-150,Lactococcus lactis SB-261,Flow injection analysis MS - negative,"MRC Toxicology Unit, Cambridge University, UK",2020-11-04,Bos taurus,0.5,0.9754672278357992,0.9820768370405366,SVMrbf,0.9820768370405366,multivariate and univariate models are equivalent,?,228.0,240.0,SVMrbf,0.9820768370405366,AdaBoost,0.9739377140218365,other,other mammals,mammals,phenotype description  primary fermentation conditions  values  lactococcus lactis sb-150  lactococcus lactis sb-261  organism  bos taurus,-0.23666908966516872,0.024592421477898797,other,0.00660960920473741,0.00660960920473741,0.9820768370405366,0.4935897435897436,False,2020,-0.008139123018700123,univariate
